id,market,price,signedChangeRate,accTradePrice24h,accTradeVolume24h,rankByChangeRate,rankByTradeValue,timestamp
2057957,KRW-0G,759.0,-0.0698529412,1417016514.4691703,1792347.49432613,236,112,1778889316689
2057958,KRW-WIF,303.0,-0.0676923077,1034997045.5617366,3295868.05623579,233,128,1778889316689
2057959,KRW-BORA,53.4,-0.021978022,544081413.628977,10112484.50265779,56,189,1778889316689
2057960,KRW-PUNDIX,220.0,-0.0308370044,211810890.07512408,953863.85002431,98,244,1778889316689
2057961,KRW-PROS,1067.0,-0.0273473108,34704544023.53474,30176502.33711625,77,10,1778889316689
2057962,KRW-USD1,1489.0,0.0060810811,162832198.74039596,109669.25375285,21,253,1778889316689
2057963,KRW-BAT,150.0,-0.0384615385,260913909.00846982,1715490.90291565,133,234,1778889316689
2057964,KRW-HUNT,152.0,-0.0256410256,273105820.75224197,1784827.35241232,66,231,1778889316689
2057965,KRW-PENGU,13.2,-0.0222222222,3626716305.2672653,275132319.9085323,58,57,1778889316689
2057966,KRW-FIL,1508.0,-0.0320924262,1975682911.4958792,1301816.97849554,100,91,1778889316689
2057967,KRW-BEAM,2.74,-0.0352112676,275571911.0336257,98671415.01765445,115,229,1778889316689
2057968,KRW-DOOD,4.21,-0.0539325843,1265277208.499627,293614947.6601992,196,119,1778889316689
2057969,KRW-WAVES,613.0,0.0065681445,1190510055.4011662,1963591.40401128,20,121,1778889316689
2057970,KRW-USDC,1488.0,0.0081300813,1047903124.1118257,705750.88895215,17,127,1778889316689
2057971,KRW-MOVE,26.2,-0.0507246377,1952604891.9627001,73074093.4805653,184,93,1778889316689
2057972,KRW-TREE,97.4,-0.054368932,1568641110.5176294,15738798.33645766,198,107,1778889316689
2057973,KRW-USDE,1485.0,0.0047361299,44784982.99075353,30161.22595245,22,260,1778889316689
2057974,KRW-AERGO,80.5,-0.0098400984,673411337.481228,8394661.02623888,32,168,1778889316689
2057975,KRW-WET,124.0,-0.0746268657,952512738.1041782,7453581.52167295,247,138,1778889316689
2057976,KRW-USDT,1489.0,0.0074424899,104326909732.74762,70286374.18923461,19,5,1778889316689
2057977,KRW-USDS,1485.0,0.0102040816,120496499.79662353,81120.92434323,15,258,1778889316689
2057978,KRW-2Z,138.0,-0.1038961039,801172744.8169209,5527094.67130678,256,152,1778889316689
2057979,KRW-BOUNTY,30.5,-0.0557275542,446125519.13957906,14310180.20294676,204,202,1778889316689
2057980,KRW-KAITO,661.0,-0.039244186,1663298433.5281484,2382316.23519172,137,104,1778889316689
2057981,KRW-LPT,3151.0,-0.0366860287,366301615.4158102,114710.05770105,124,214,1778889316689
2057982,KRW-BLAST,0.699,-0.0476839237,702238893.4510852,986391999.4410163,174,164,1778889316689
2057983,KRW-ETHFI,610.0,-0.0715372907,842672146.1835682,1335530.75452381,241,148,1778889316689
2057984,KRW-DKA,8.73,-0.0256696429,857521622.8287479,97064885.21712126,67,146,1778889316689
2057985,KRW-ANKR,7.34,-0.0226364847,792388894.9376788,108084579.93927407,60,155,1778889316689
2057986,KRW-ALGO,168.0,-0.0454545455,1672554102.6480563,9775852.71983402,160,102,1778889316689
2057987,KRW-SHIB,0.00911,-0.0329087049,6454307438.516655,699192251283.5714,104,32,1778889316689
2057988,KRW-UNI,5360.0,-0.0263396912,1760772683.2964242,324889.46223403,72,97,1778889316689
2057989,KRW-BIO,62.2,-0.0744047619,9953863326.684921,151290520.48544872,246,22,1778889316689
2057990,KRW-WLFI,98.2,-0.037254902,3388953701.534833,33698169.84629104,127,63,1778889316689
2057991,KRW-UP2,223.0,-0.1254901961,16608587908.995724,70096407.03683513,260,17,1778889316689
2057992,KRW-TOKAMAK,821.0,-0.0144057623,1318767971.7023745,1602863.24424987,37,115,1778889316689
2057993,KRW-SKY,105.0,-0.0277777778,273031905.5767134,2545786.86146173,78,232,1778889316689
2057994,KRW-CYBER,770.0,-0.038701623,526795587.77697796,677935.49385963,136,191,1778889316689
2057995,KRW-SKR,23.2,-0.0333333333,238801429.92390826,10287935.64641682,105,238,1778889316689
2057996,KRW-DOGE,169.0,-0.0058823529,44557675371.08199,263105431.71105364,26,8,1778889316689
2057997,KRW-WLD,365.0,-0.0568475452,4270539122.7614055,11549154.29637814,210,46,1778889316689
2057998,KRW-PEPE,0.00582,-0.0364238411,2950801425.8915515,499587179280.8131,123,67,1778889316689
2057999,KRW-HBAR,139.0,-0.0071428571,3190043113.400941,22982832.91279509,28,65,1778889316689
2058000,KRW-BCH,636000.0,-0.0116550117,2557262834.63727,4000.18766171,34,74,1778889316689
2058001,KRW-NEWT,114.0,-0.05,586937385.2992762,5071239.41725957,183,180,1778889316689
2058002,KRW-SEI,94.5,-0.0483383686,4258302050.9179707,44077699.9558177,176,48,1778889316689
2058003,KRW-BONK,0.00971,-0.0386138614,1549999030.2058625,156367970754.30084,135,108,1778889316689
2058004,KRW-JST,135.0,0.0074626866,558153714.6899673,4137005.67656917,18,187,1778889316689
2058005,KRW-AAVE,138300.0,-0.0475206612,4125093576.724317,29193.68508037,173,51,1778889316689
2058006,KRW-JTO,672.0,-0.1169513798,4539663204.625203,6230118.86373763,259,43,1778889316689
2058007,KRW-JUP,314.0,-0.0513595166,769440998.5731069,2410842.15405007,187,156,1778889316689
2058008,KRW-VVV,20590.0,-0.0533333333,4667330887.777402,224305.80303419,194,42,1778889316689
2058009,KRW-PIEVERSE,1486.0,0.0178082192,32890537176.403706,22403952.50766873,11,11,1778889316689
2058010,KRW-ALT,10.3,-0.0636363636,402007487.5294499,38035652.26904312,224,208,1778889316689
2058011,KRW-B3,1.6,-0.0697674419,7074949479.348336,4354766579.174528,235,29,1778889316689
2058012,KRW-LAYER,143.0,-0.0337837838,3756926437.108114,26268184.74265491,109,55,1778889316689
2058013,KRW-TRX,525.0,0.0038240918,2763726058.05926,5284488.83088498,23,71,1778889316689
2058014,KRW-POWR,96.5,-0.0082219938,893061429.8094469,9129761.95103978,29,143,1778889316689
2058015,KRW-ATOM,2873.0,-0.0489904005,725808768.934112,247080.24825302,180,160,1778889316689
2058016,KRW-ARKM,187.0,-0.065,582044537.9639245,3021748.12611023,226,182,1778889316689
2058017,KRW-CRO,108.0,-0.0442477876,2109834141.7060497,18957381.76783953,157,85,1778889316689
2058018,KRW-NXPC,505.0,-0.0489642185,677152594.6937144,1312862.93299204,179,167,1778889316689
2058019,KRW-A,129.0,-0.0514705882,626394378.4051695,4756516.23386708,188,174,1778889316689
2058020,KRW-TRUMP,3346.0,-0.0469951581,6126768033.531671,1798474.03225959,168,34,1778889316689
2058021,KRW-F,8.17,-0.0422039859,384514868.6670072,46171308.41695805,148,210,1778889316689
2058022,KRW-G,5.5,-0.0367775832,375231013.0917045,67775098.09045777,125,213,1778889316689
2058023,KRW-CELO,133.0,-0.0220588235,703479700.1460373,5293582.49933058,57,163,1778889316689
2058024,KRW-AERO,668.0,-0.0657342657,232660719.93071914,339468.98870977,227,240,1778889316689
2058025,KRW-CTC,223.0,-0.0304347826,724338807.0467505,3226522.94120205,96,161,1778889316689
2058026,KRW-ANIME,6.82,-0.0407876231,865415421.8523461,125682062.86605185,141,144,1778889316689
2058027,KRW-APT,1471.0,-0.0540192926,2755893757.9057693,1836608.14141277,197,72,1778889316689
2058028,KRW-MOCA,20.7,-0.0547945205,494899887.39942294,23898750.91703971,200,193,1778889316689
2058029,KRW-API3,516.0,-0.0479704797,1011472102.7245606,1909940.5459493,175,132,1778889316689
2058030,KRW-AHT,2.27,-0.0299145299,161626449.12502,70415171.64510176,92,254,1778889316689
2058031,KRW-EGLD,6240.0,-0.0523917995,295160489.6818066,46504.43028087,192,224,1778889316689
2058032,KRW-BLEND,166.0,-0.0674157303,2783898110.026238,16419447.24761544,231,69,1778889316689
2058033,KRW-ERA,198.0,-0.0434782609,278658236.232754,1394103.23117025,152,227,1778889316689
2058034,KRW-FF,133.0,0.1465517241,29151242458.960846,223094098.5138722,2,13,1778889316689
2058035,KRW-PLUME,18.0,-0.0721649485,1632676008.6574614,87856917.21641782,243,106,1778889316689
2058036,KRW-ESP,112.0,0.046728972,2299452864.264146,20671951.39907138,5,79,1778889316689
2058037,KRW-CC,235.0,-0.0289256198,1736893884.275902,7145427.47592824,87,98,1778889316689
2058038,KRW-NEO,4442.0,-0.041639698,853152852.1998935,189050.8922802,146,147,1778889316689
2058039,KRW-ETC,13790.0,-0.0142959257,2769107038.0304885,201909.87261568,36,70,1778889316689
2058040,KRW-IOTA,86.6,-0.0607375271,793376070.7949187,8897684.74772632,221,154,1778889316689
2058041,KRW-IOST,1.64,-0.0574712644,309969577.29253745,189002311.87125567,211,221,1778889316689
2058042,KRW-AKT,1089.0,-0.0771186441,3526289037.9346232,3044320.74752034,249,58,1778889316689
2058043,KRW-COW,264.0,-0.0434782609,202749628.96175456,761815.56485655,153,245,1778889316689
2058044,KRW-VIRTUAL,1116.0,-0.0337662338,9238446309.590757,8096803.26596246,108,25,1778889316689
2058045,KRW-ETH,3310000.0,-0.018677735,108976660826.6983,32708.44103963,48,4,1778889316689
2058046,KRW-IQ,1.63,-0.0297619048,273225834.34013355,166660499.5585401,91,230,1778889316689
2058047,KRW-IP,749.0,-0.0554854981,6814137302.771923,8870608.29435449,203,30,1778889316689
2058048,KRW-NEAR,2302.0,-0.0103181427,5437301192.82404,2362923.38294877,33,39,1778889316689
2058049,KRW-RVN,8.45,-0.0408626561,574251816.3066458,66575419.61985879,142,184,1778889316689
2058050,KRW-PRL,329.0,-0.1132075472,2522948128.408449,7348518.64395192,257,75,1778889316689
2058051,KRW-AGLD,362.0,-0.0694087404,628065469.9734738,1683591.20898865,234,173,1778889316689
2058052,KRW-ID,46.6,-0.0566801619,989556039.9887784,20934418.75478283,209,135,1778889316689
2058053,KRW-IN,89.8,-0.0517423442,531703073.44681895,5829004.22481855,189,190,1778889316689
2058054,KRW-MANTRA,15.0,-0.0566037736,1432483865.9273252,92827409.65039332,208,111,1778889316689
2058055,KRW-WAL,112.0,-0.0743801653,606710432.5113336,5310822.10457307,245,176,1778889316689
2058056,KRW-PENDLE,2940.0,-0.0147453083,2337628180.604366,777709.12296534,39,78,1778889316689
2058057,KRW-BLUR,36.2,-0.0473684211,1270037311.6787736,34801016.9021777,170,118,1778889316689
2058058,KRW-AWE,83.0,0.0146699267,1461005840.1654322,17429772.06946496,12,110,1778889316689
2058059,KRW-THETA,318.0,-0.056379822,585874667.940056,1809355.60831134,205,181,1778889316689
2058060,KRW-AXL,95.2,-0.0285714286,2125368773.335426,21837321.73248266,82,84,1778889316689
2058061,KRW-HP,24.6,-0.0716981132,4375729360.20047,173889727.53423408,242,45,1778889316689
2058062,KRW-SAND,112.0,-0.0427350427,3479202594.0194855,30780827.44533871,150,62,1778889316689
2058063,KRW-WCT,92.5,-0.0463917526,1162238141.1792834,12354215.14546305,166,122,1778889316689
2058064,KRW-YGG,58.5,-0.0669856459,356386455.9851932,5835973.00006547,229,217,1778889316689
2058065,KRW-AXS,1783.0,-0.0465240642,2438735010.946745,1340397.27304717,167,76,1778889316689
2058066,KRW-ARDR,61.0,-0.0363349131,502414283.1252303,8151797.19782819,122,192,1778889316689
2058067,KRW-AQT,796.0,-0.0257037944,412053778.3680596,515388.09630782,68,207,1778889316689
2058068,KRW-ME,161.0,-0.0301204819,1196876547.239011,7286817.36107812,95,120,1778889316689
2058069,KRW-TRUST,102.0,-0.0377358491,899901310.9176401,8783048.38444307,130,142,1778889316689
2058070,KRW-SONIC,61.2,-0.0699088146,4207952521.627754,66893016.61052599,237,50,1778889316689
2058071,KRW-ARB,186.0,-0.0461538462,1670907856.1185603,8852857.18442966,164,103,1778889316689
2058072,KRW-POL,135.0,-0.0357142857,2136883945.0989554,15606656.72306269,118,83,1778889316689
2058073,KRW-CVC,46.0,-0.0233545648,6440483259.099272,131748707.87163769,62,33,1778889316689
2058074,KRW-T,8.71,-0.0300668151,356559068.68627435,40476959.31712898,93,216,1778889316689
2058075,KRW-W,19.6,-0.0798122066,3281305423.799327,163211898.00287738,252,64,1778889316689
2058076,KRW-ARK,254.0,-0.0378787879,750281810.6518351,2923196.46202374,131,157,1778889316689
2058077,KRW-AVNT,215.0,-0.0444444444,2052962954.5514033,9473784.44699598,158,87,1778889316689
2058078,KRW-LA,195.0,-0.0487804878,2056947291.0933614,10152570.08547183,177,86,1778889316689
2058079,KRW-HYPER,164.0,-0.0238095238,795811767.8675177,4794803.21656212,63,153,1778889316689
2058080,KRW-ATH,9.14,-0.0711382114,3498417465.1949277,370954911.8024674,239,61,1778889316689
2058081,KRW-TAIKO,168.0,-0.0344827586,555306696.5110668,3267047.55491423,111,188,1778889316689
2058082,KRW-AVAX,14190.0,-0.0307377049,4244775649.251553,295537.24040644,97,49,1778889316689
2058083,KRW-XAUT,6756000.0,-0.0171661333,1695502909.79708,249.54950572,44,100,1778889316689
2058084,KRW-CPOOL,50.2,-0.061682243,3502770021.148681,68379632.79653731,222,60,1778889316689
2058085,KRW-IMX,276.0,-0.0769230769,3761154678.90732,12913927.1404484,248,54,1778889316689
2058086,KRW-SC,1.41,-0.0208333333,443512171.40527415,311715273.16646576,55,203,1778889316689
2058087,KRW-INJ,7310.0,-0.0406824147,5594285718.389755,748025.91638888,140,36,1778889316689
2058088,KRW-MVL,1.94,-0.0152284264,107037399.81447358,55516483.29058598,40,259,1778889316689
2058089,KRW-HIVE,91.1,-0.0420609884,700609681.6500218,7607065.15976659,147,165,1778889316689
2058090,KRW-CBK,373.0,-0.0286458333,227329688.12514994,602792.87764,84,241,1778889316689
2058091,KRW-XLM,231.0,-0.0375,14430054377.951412,61459184.1408358,129,18,1778889316689
2058092,KRW-OP,204.0,-0.0511627907,268509286.33148617,1303478.0203105,185,233,1778889316689
2058093,KRW-SAFE,210.0,-0.0410958904,138606304.7469198,643605.26689387,144,256,1778889316689
2058094,KRW-GLM,213.0,-0.0046728972,477720427.31205213,2275305.45339621,25,197,1778889316689
2058095,KRW-SUPER,183.0,-0.0518134715,429527157.93134946,2289299.88619012,191,205,1778889316689
2058096,KRW-LINEA,5.41,-0.0458553792,1029288483.5460516,185169778.52460706,163,130,1778889316689
2058097,KRW-KERNEL,100.0,0.012145749,4268464554.6121387,40557562.16535299,13,47,1778889316689
2058098,KRW-POKT,16.9,-0.0287356322,564047583.3196719,33043093.88919,86,186,1778889316689
2058099,KRW-SENT,23.2,-0.0333333333,491931528.7672582,20660852.97983465,106,194,1778889316689
2058100,KRW-ZKC,107.0,-0.0530973451,648695997.180411,5957705.37554754,193,171,1778889316689
2058101,KRW-KNC,211.0,-0.0321100917,663153101.6120077,3094653.12098832,101,170,1778889316689
2058102,KRW-ZKP,110.0,-0.0265486726,980134140.7015362,8606814.89269496,75,137,1778889316689
2058103,KRW-AUCTION,7150.0,-0.0165061898,323909396.2359534,45136.57146669,43,220,1778889316689
2058104,KRW-ORDER,81.4,-0.0239808153,737045818.1882446,8935985.30156737,64,158,1778889316689
2058105,KRW-DRIFT,73.8,0.0482954545,47614911492.11608,622571455.5837756,4,7,1778889316689
2058106,KRW-FCT2,18.1,-0.0320855615,200349610.9709721,10925979.83234371,99,247,1778889316689
2058107,KRW-MTL,457.0,-0.0193133047,187563701.49802074,407887.56113095,49,250,1778889316689
2058108,KRW-VET,10.4,-0.037037037,1648091735.817814,154571085.49482125,126,105,1778889316689
2058109,KRW-TAO,424500.0,-0.0564569904,3017668835.077506,6904.29053566,206,66,1778889316689
2058110,KRW-QTUM,1384.0,-0.0455172414,858288114.8271645,606335.06832965,161,145,1778889316689
2058111,KRW-TT,1.29,-0.030075188,200826376.32613102,154151710.58512276,94,246,1778889316689
2058112,KRW-LINK,14980.0,-0.0322997416,7188476345.217142,473953.48489622,103,28,1778889316689
2058113,KRW-XRP,2136.0,-0.0259917921,190023591546.4655,87484720.67021471,69,1,1778889316689
2058114,KRW-CHZ,67.7,0.0335877863,6077107692.0236635,91634082.9011498,7,35,1778889316689
2058115,KRW-ASTR,12.9,-0.0152671756,734236387.528086,56111949.52751734,41,159,1778889316689
2058116,KRW-ZK,24.7,-0.0714285714,840475986.4553028,33421732.96001607,240,150,1778889316689
2058117,KRW-STORJ,206.0,0.2875,17446957144.604897,89371685.2643287,1,16,1778889316689
2058118,KRW-ENA,165.0,-0.0782122905,5570653694.468669,32413832.78570557,250,37,1778889316689
2058119,KRW-MANA,136.0,-0.0422535211,383409748.40684867,2766212.81678065,149,211,1778889316689
2058120,KRW-OPEN,266.0,-0.0184501845,1976279421.1866255,7372183.39953804,47,90,1778889316689
2058121,KRW-PYTH,69.4,-0.0734312417,1356259759.83997,19052278.30480426,244,114,1778889316689
2058122,KRW-ENS,10060.0,-0.0400763359,2928227772.522721,287977.15674387,138,68,1778889316689
2058123,KRW-GRT,40.1,-0.0290556901,1316308902.102431,32188700.32778471,88,116,1778889316689
2058124,KRW-PUMP,2.67,-0.0430107527,566602146.1231542,208213871.57700568,151,185,1778889316689
2058125,KRW-XTZ,543.0,-0.0286225403,191035964.8169485,348422.18447224,83,249,1778889316689
2058126,KRW-CKB,2.27,-0.0462184874,478988497.951611,208712694.3427602,165,195,1778889316689
2058127,KRW-KAVA,88.2,-0.0546623794,7743585580.49801,80920153.4956532,199,27,1778889316689
2058128,KRW-TOSHI,0.271,-0.0355871886,435492792.7858873,1560113785.023693,116,204,1778889316689
2058129,KRW-BARD,392.0,-0.0248756219,2141160257.6954322,5431847.59499881,65,82,1778889316689
2058130,KRW-ZRO,1955.0,-0.0605478136,1773166951.0690334,894816.75329965,220,96,1778889316689
2058131,KRW-RAY,1105.0,-0.0579710145,447059466.0435322,400265.87773313,214,201,1778889316689
2058132,KRW-ONDO,541.0,-0.0574912892,27843682728.546394,49871434.91512597,212,14,1778889316689
2058133,KRW-ZRX,166.0,-0.0348837209,257056716.45959705,1534540.27487532,113,235,1778889316689
2058134,KRW-GMT,17.3,-0.079787234,606529711.1588075,34385310.10762846,251,177,1778889316689
2058135,KRW-TFUEL,16.7,-0.0346820809,254734461.9349555,15131520.96309828,112,236,1778889316689
2058136,KRW-CFG,404.0,-0.0357995227,3659148864.337956,8945478.06810714,119,56,1778889316689
2058137,KRW-AZTEC,31.3,-0.0901162791,7775692464.409354,222927936.86753178,255,26,1778889316689
2058138,KRW-XPL,133.0,-0.0699300699,5192349772.8638,38092453.42799274,238,40,1778889316689
2058139,KRW-ZAMA,40.5,0.0201511335,579144368.5267992,14761902.01604589,8,183,1778889316689
2058140,KRW-MASK,723.0,-0.04743083,349809321.0414488,474753.30032997,172,218,1778889316689
2058141,KRW-COMP,32870.0,-0.0266508736,288172336.028018,8653.68704037,76,225,1778889316689
2058142,KRW-ZETA,78.7,-0.0518072289,1006208109.7879841,12500571.08385136,190,133,1778889316689
2058143,KRW-RED,203.0,-0.028708134,913581053.2825687,4385898.11491663,85,141,1778889316689
2058144,KRW-TIA,627.0,-0.0860058309,1478398887.500064,2233316.44510812,254,109,1778889316689
2058145,KRW-ADA,390.0,-0.022556391,10656892669.650284,27154365.5535769,59,20,1778889316689
2058146,KRW-ELF,119.0,-0.0083333333,276520090.76728654,2324859.76234281,30,228,1778889316689
2058147,KRW-SOON,257.0,-0.0265151515,2011574529.3138628,7847712.43458399,74,89,1778889316689
2058148,KRW-STEEM,85.9,-0.0126436782,622459802.5372356,7223519.84529461,35,175,1778889316689
2058149,KRW-ELSA,101.0,-0.0471698113,1137050050.7639606,11182536.28813086,169,124,1778889316689
2058150,KRW-SPK,50.6,0.012,5452946896.0952635,109074252.72127852,14,38,1778889316689
2058151,KRW-SOPH,12.6,-0.0381679389,805137554.543919,63181263.53675659,132,151,1778889316689
2058152,KRW-MED,3.14,-0.0278637771,359909780.5242075,113438163.7861146,80,215,1778889316689
2058153,KRW-1INCH,143.0,-0.0337837838,296985514.21278834,2059982.76480409,110,223,1778889316689
2058154,KRW-KAT,12.9,-0.0373134328,2197428452.6820216,169019717.78010526,128,81,1778889316689
2058155,KRW-MEW,0.867,-0.0637149028,1699056249.237682,1923682602.0846598,225,99,1778889316689
2058156,KRW-ORBS,12.7,-0.0230769231,282880402.1501559,22207343.24611205,61,226,1778889316689
2058157,KRW-RENDER,2797.0,-0.0032074127,2572088234.0710645,929874.73012599,24,73,1778889316689
2058158,KRW-ORCA,2184.0,0.0181818182,3524395563.5072536,1649117.01204799,10,59,1778889316689
2058159,KRW-BERA,552.0,-0.0845771144,3835869747.3610897,6704840.76132263,253,53,1778889316689
2058160,KRW-SIGN,22.1,-0.0675105485,4108455714.2579207,180719262.66106695,232,52,1778889316689
2058161,KRW-VANA,2261.0,-0.0199393151,720073841.2171923,313699.36773492,53,162,1778889316689
2058162,KRW-DOT,1960.0,-0.0263288624,1090343056.7808821,549674.36199829,71,126,1778889316689
2058163,KRW-EDGE,152.0,-0.0193548387,842251588.3851696,5425139.49004027,50,149,1778889316689
2058164,KRW-MET2,230.0,-0.029535865,215379217.23868364,925066.16651681,90,242,1778889316689
